=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.05.03 12:35:16 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,,,,,,,
70.15,0,62.731, ,,,,,,,,,,
70.18,0,62.742, ,,,,,,,,,,
70.18,0,62.81, ,,,,,,,,,,
70.47,0,62.822, ,,,,,,,,,,
70.47,0,62.889, ,,,,,,,,,,
70.9,0,62.902, ,,,,,,,,,,
70.9,0,62.969, ,,,,,,,,,,
73.72,0,62.981, ,,,,,,,,,,
73.72,0,63.048, ,,,,,,,,,,
78.02,0,63.06, ,,,,,,,,,,
78.02,0,63.128, ,,,,,,,,,,
83.74,0,63.14, ,,,,,,,,,,
83.74,0,63.208, ,,,,,,,,,,
93.25,0,63.22, ,,,,,,,,,,
93.25,0,63.288, ,,,,,,,,,,
108.32,0,63.299, ,,,,,,,,,,
126.02,0,63.369, ,,,,,,,,,,
143.73,300,63.436, ,,,,,,,,,,
157.93,300,63.505, ,,,,,,,,,,
162.39,300,63.574, ,,,,,,,,,,
157.85,300,63.641, ,,,,,,,,,,
155.43,300,63.71, ,,,,,,,,,,
156.36,300,63.778, ,,,,,,,,,,
157.31,300,63.846, ,,,,,,,,,,
147.17,300,63.915, ,,,,,,,,,,
135.35,300,63.983, ,,,,,,,,,,
120.85,300,64.051, ,,,,,,,,,,
105,300,64.119, ,,,,,,,,,,
92.96,300,64.188, ,,,,,,,,,,
92.96,300,64.254, ,,,,,,,,,,
82.85,0,64.267, ,,,,,,,,,,
82.85,0,64.333, ,,,,,,,,,,
75.91,0,64.346, ,,,,,,,,,,
75.91,0,64.413, ,,,,,,,,,,
72.42,0,64.425, ,,,,,,,,,,
72.42,0,64.493, ,,,,,,,,,,
72.58,0,64.505, ,,,,,,,,,,
72.58,0,64.573, ,,,,,,,,,,
71.92,0,64.584, ,,,,,,,,,,
71.92,0,64.652, ,,,,,,,,,,
71.69,0,64.664, ,,,,,,,,,,
71.69,0,64.732, ,,,,,,,,,,
72.69,0,64.744, ,,,,,,,,,,
72.69,0,64.812, ,,,,,,,,,,
75.56,0,64.823, ,,,,,,,,,,
75.56,0,64.89, ,,,,,,,,,,
81.12,0,64.903, ,,,,,,,,,,
81.12,0,64.97, ,,,,,,,,,,
88.6,0,64.983, ,,,,,,,,,,
88.6,0,65.05, ,,,,,,,,,,
101.03,0,65.061, ,,,,,,,,,,
116.75,0,65.131, ,,,,,,,,,,
135.6,0,65.2, ,,,,,,,,,,
151.76,300,65.267, ,,,,,,,,,,
161.6,300,65.336, ,,,,,,,,,,
161.94,300,65.404, ,,,,,,,,,,
157.33,300,65.472, ,,,,,,,,,,
157.18,300,65.541, ,,,,,,,,,,
157.76,300,65.609, ,,,,,,,,,,
158.57,300,65.677, ,,,,,,,,,,
151.34,300,65.745, ,,,,,,,,,,
140.48,300,65.814, ,,,,,,,,,,
127.38,300,65.882, ,,,,,,,,,,
111.48,300,65.95, ,,,,,,,,,,
97.7,300,66.019, ,,,,,,,,,,
97.7,300,66.085, ,,,,,,,,,,
86.17,300,66.097, ,,,,,,,,,,
86.17,300,66.164, ,,,,,,,,,,
78.48,0,66.177, ,,,,,,,,,,
78.48,0,66.244, ,,,,,,,,,,
73.69,0,66.256, ,,,,,,,,,,
73.69,0,66.324, ,,,,,,,,,,
70.63,0,66.335, ,,,,,,,,,,
70.63,0,66.403, ,,,,,,,,,,
70.41,0,66.415, ,,,,,,,,,,
70.41,0,66.483, ,,,,,,,,,,
70.29,0,66.495, ,,,,,,,,,,
70.29,0,66.563, ,,,,,,,,,,
70.21,0,66.575, ,,,,,,,,,,
70.21,0,66.642, ,,,,,,,,,,
70.45,0,66.654, ,,,,,,,,,,
70.45,0,66.721, ,,,,,,,,,,
73.22,0,66.734, ,,,,,,,,,,
73.22,0,66.801, ,,,,,,,,,,
77,0,66.813, ,,,,,,,,,,
77,0,66.881, ,,,,,,,,,,
82.58,0,66.892, ,,,,,,,,,,
82.58,0,66.96, ,,,,,,,,,,
91.68,0,66.972, ,,,,,,,,,,
91.68,0,67.04, ,,,,,,,,,,
105.17,0,67.052, ,,,,,,,,,,
121.96,0,67.121, ,,,,,,,,,,
141.16,300,67.189, ,,,,,,,,,,
155.94,300,67.258, ,,,,,,,,,,
161.77,300,67.325, ,,,,,,,,,,
157.48,300,67.394, ,,,,,,,,,,
155.81,300,67.463, ,,,,,,,,,,
156.17,300,67.53, ,,,,,,,,,,
156.05,300,67.599, ,,,,,,,,,,
145.68,300,67.667, ,,,,,,,,,,
133.08,300,67.735, ,,,,,,,,,,
117.77,300,67.804, ,,,,,,,,,,
102.64,300,67.872, ,,,,,,,,,,
91.02,300,67.94, ,,,,,,,,,,
91.02,300,68.006, ,,,,,,,,,,
81.76,0,68.019, ,,,,,,,,,,
81.76,0,68.086, ,,,,,,,,,,
75.58,0,68.099, ,,,,,,,,,,
75.58,0,68.166, ,,,,,,,,,,
71.72,0,68.177, ,,,,,,,,,,
71.72,0,68.245, ,,,,,,,,,,
71.37,0,68.257, ,,,,,,,,,,
71.37,0,68.325, ,,,,,,,,,,
71.51,0,68.337, ,,,,,,,,,,
71.51,0,68.405, ,,,,,,,,,,
71.53,0,68.417, ,,,,,,,,,,
71.53,0,68.485, ,,,,,,,,,,
72.3,0,68.496, ,,,,,,,,,,
72.3,0,68.563, ,,,,,,,,,,
74.68,0,68.576, ,,,,,,,,,,
74.68,0,68.643, ,,,,,,,,,,
79.53,0,68.656, ,,,,,,,,,,
79.53,0,68.723, ,,,,,,,,,,
86.89,0,68.734, ,,,,,,,,,,
86.89,0,68.802, ,,,,,,,,,,
97.88,0,68.814, ,,,,,,,,,,
97.88,0,68.882, ,,,,,,,,,,
115.09,0,68.894, ,,,,,,,,,,
133.85,0,68.963, ,,,,,,,,,,
150.53,300,69.031, ,,,,,,,,,,
161.73,300,69.1, ,,,,,,,,,,
162.31,300,69.168, ,,,,,,,,,,
157.44,300,69.236, ,,,,,,,,,,
156.71,300,69.305, ,,,,,,,,,,
157.84,300,69.372, ,,,,,,,,,,
158.53,300,69.441, ,,,,,,,,,,
150.82,300,69.51, ,,,,,,,,,,
139.9,300,69.577, ,,,,,,,,,,
125.95,300,69.646, ,,,,,,,,,,
110.48,300,69.714, ,,,,,,,,,,
96.74,300,69.782, ,,,,,,,,,,
96.74,300,69.849, ,,,,,,,,,,
85.05,300,69.861, ,,,,,,,,,,
85.05,300,69.928, ,,,,,,,,,,
77.63,0,69.941, ,,,,,,,,,,
77.63,0,70.008, ,,,,,,,,,,
73.61,0,70.02, ,,,,,,,,,,
73.61,0,70.087, ,,,,,,,,,,
70.93,0,70.099, ,,,,,,,,,,
70.93,0,70.167, ,,,,,,,,,,
70.16,0,70.179, ,,,,,,,,,,
70.16,0,70.247, ,,,,,,,,,,
69.97,0,70.259, ,,,,,,,,,,
69.97,0,70.327, ,,,,,,,,,,
70.31,0,70.338, ,,,,,,,,,,
70.31,0,70.406, ,,,,,,,,,,
70.72,0,70.418, ,,,,,,,,,,
70.72,0,70.486, ,,,,,,,,,,
73.02,0,70.498, ,,,,,,,,,,
73.02,0,70.565, ,,,,,,,,,,
77.13,0,70.577, ,,,,,,,,,,
77.13,0,70.644, ,,,,,,,,,,
82.15,0,70.657, ,,,,,,,,,,
82.15,0,70.724, ,,,,,,,,,,
90.91,0,70.736, ,,,,,,,,,,
90.91,0,70.804, ,,,,,,,,,,
104.76,0,70.816, ,,,,,,,,,,
121.38,0,70.885, ,,,,,,,,,,
140.11,300,70.953, ,,,,,,,,,,
155.4,300,71.021, ,,,,,,,,,,
161.22,300,71.09, ,,,,,,,,,,
157.46,300,71.158, ,,,,,,,,,,
155.21,300,71.226, ,,,,,,,,,,
155.24,300,71.294, ,,,,,,,,,,
155.2,300,71.363, ,,,,,,,,,,
145.67,300,71.431, ,,,,,,,,,,
133.78,300,71.499, ,,,,,,,,,,
116.87,300,71.568, ,,,,,,,,,,
101.79,300,71.635, ,,,,,,,,,,
90.43,300,71.704, ,,,,,,,,,,
90.43,300,71.771, ,,,,,,,,,,
81.26,0,71.783, ,,,,,,,,,,
81.26,0,71.851, ,,,,,,,,,,
74.84,0,71.862, ,,,,,,,,,,
74.84,0,71.929, ,,,,,,,,,,
71.73,0,71.942, ,,,,,,,,,,
71.73,0,72.009, ,,,,,,,,,,
71.71,0,72.022, ,,,,,,,,,,
71.71,0,72.089, ,,,,,,,,,,
71.64,0,72.1, ,,,,,,,,,,
71.64,0,72.168, ,,,,,,,,,,
71.28,0,72.18, ,,,,,,,,,,
71.28,0,72.248, ,,,,,,,,,,
71.99,0,72.26, ,,,,,,,,,,
71.99,0,72.328, ,,,,,,,,,,
75.18,0,72.34, ,,,,,,,,,,
75.18,0,72.408, ,,,,,,,,,,
79.62,0,72.419, ,,,,,,,,,,
79.62,0,72.486, ,,,,,,,,,,
86.33,0,72.499, ,,,,,,,,,,
86.33,0,72.566, ,,,,,,,,,,
97.15,0,72.579, ,,,,,,,,,,
97.15,0,72.646, ,,,,,,,,,,
114.87,0,72.657, ,,,,,,,,,,
133.28,0,72.727, ,,,,,,,,,,
150.38,300,72.796, ,,,,,,,,,,
161.35,300,72.863, ,,,,,,,,,,
162.69,300,72.932, ,,,,,,,,,,
157.32,300,73, ,,,,,,,,,,
156.35,300,73.068, ,,,,,,,,,,
157.8,300,73.137, ,,,,,,,,,,
157.7,300,73.205, ,,,,,,,,,,
150.94,300,73.273, ,,,,,,,,,,
139.09,300,73.341, ,,,,,,,,,,
126.31,300,73.41, ,,,,,,,,,,
110.57,300,73.478, ,,,,,,,,,,
96.05,300,73.546, ,,,,,,,,,,
96.05,300,73.613, ,,,,,,,,,,
84.48,0,73.625, ,,,,,,,,,,
84.48,0,73.693, ,,,,,,,,,,
77.77,0,73.704, ,,,,,,,,,,
77.77,0,73.772, ,,,,,,,,,,
73.76,0,73.784, ,,,,,,,,,,
73.76,0,73.851, ,,,,,,,,,,
72.74,0,73.864, ,,,,,,,,,,
72.74,0,73.931, ,,,,,,,,,,
72.76,0,73.943, ,,,,,,,,,,
72.76,0,74.01, ,,,,,,,,,,
72.59,0,74.022, ,,,,,,,,,,
72.59,0,74.09, ,,,,,,,,,,
72.59,0,74.102, ,,,,,,,,,,
74.18,0,74.114, ,,,,,,,,,,
74.18,0,74.181, ,,,,,,,,,,
77.84,0,74.193, ,,,,,,,,,,
77.84,0,74.261, ,,,,,,,,,,
84.09,0,74.272, ,,,,,,,,,,
84.09,0,74.34, ,,,,,,,,,,
84.09,0,74.352, ,,,,,,,,,,
95.37,0,74.364, ,,,,,,,,,,
95.37,0,74.431, ,,,,,,,,,,
111.38,0,74.443, ,,,,,,,,,,
129.35,0,74.512, ,,,,,,,,,,
147.15,300,74.58, ,,,,,,,,,,
159.2,300,74.649, ,,,,,,,,,,
162.06,300,74.717, ,,,,,,,,,,
157.9,300,74.785, ,,,,,,,,,,
156.66,300,74.854, ,,,,,,,,,,
157.46,300,74.921, ,,,,,,,,,,
158.02,300,74.99, ,,,,,,,,,,
151.39,300,75.059, ,,,,,,,,,,
140.55,300,75.126, ,,,,,,,,,,
126.16,300,75.195, ,,,,,,,,,,
110.27,300,75.264, ,,,,,,,,,,
96.25,300,75.331, ,,,,,,,,,,
96.25,300,75.398, ,,,,,,,,,,
85.76,300,75.41, ,,,,,,,,,,
85.76,300,75.478, ,,,,,,,,,,
78.57,0,75.49, ,,,,,,,,,,
78.57,0,75.557, ,,,,,,,,,,
73.87,0,75.569, ,,,,,,,,,,
73.87,0,75.636, ,,,,,,,,,,
71.94,0,75.649, ,,,,,,,,,,
71.94,0,75.716, ,,,,,,,,,,
71.9,0,75.728, ,,,,,,,,,,
71.9,0,75.796, ,,,,,,,,,,
71.5,0,75.807, ,,,,,,,,,,
71.5,0,75.876, ,,,,,,,,,,
71.5,0,75.887, ,,,,,,,,,,
71.5,0,75.955, ,,,,,,,,,,
72.14,0,75.967, ,,,,,,,,,,
72.14,0,76.035, ,,,,,,,,,,
74.37,0,76.047, ,,,,,,,,,,
74.37,0,76.114, ,,,,,,,,,,
77.86,0,76.126, ,,,,,,,,,,
77.86,0,76.193, ,,,,,,,,,,
82.63,0,76.206, ,,,,,,,,,,
82.63,0,76.273, ,,,,,,,,,,
90.84,0,76.285, ,,,,,,,,,,
90.84,0,76.353, ,,,,,,,,,,
103.88,0,76.364, ,,,,,,,,,,
119.86,0,76.434, ,,,,,,,,,,
138.7,0,76.503, ,,,,,,,,,,
155.43,300,76.57, ,,,,,,,,,,
165.74,300,76.639, ,,,,,,,,,,
165.98,300,76.707, ,,,,,,,,,,
162.1,300,76.775, ,,,,,,,,,,
160.27,300,76.844, ,,,,,,,,,,
161.23,300,76.912, ,,,,,,,,,,
161.52,300,76.98, ,,,,,,,,,,
154.28,300,77.048, ,,,,,,,,,,
143.46,300,77.117, ,,,,,,,,,,
130.45,300,77.185, ,,,,,,,,,,
114.51,300,77.253, ,,,,,,,,,,
100.04,300,77.321, ,,,,,,,,,,
89.98,300,77.389, ,,,,,,,,,,
89.98,300,77.456, ,,,,,,,,,,
80.65,0,77.468, ,,,,,,,,,,
80.65,0,77.536, ,,,,,,,,,,
75.56,0,77.548, ,,,,,,,,,,
75.56,0,77.616, ,,,,,,,,,,
73.11,0,77.627, ,,,,,,,,,,
73.11,0,77.694, ,,,,,,,,,,
72.26,0,77.707, ,,,,,,,,,,
72.26,0,77.774, ,,,,,,,,,,
72.53,0,77.787, ,,,,,,,,,,
72.53,0,77.854, ,,,,,,,,,,
71.86,0,77.865, ,,,,,,,,,,
71.86,0,77.933, ,,,,,,,,,,
72.62,0,77.945, ,,,,,,,,,,
72.62,0,78.013, ,,,,,,,,,,
75.28,0,78.025, ,,,,,,,,,,
75.28,0,78.093, ,,,,,,,,,,
79.35,0,78.105, ,,,,,,,,,,
79.35,0,78.173, ,,,,,,,,,,
85.55,0,78.184, ,,,,,,,,,,
85.55,0,78.252, ,,,,,,,,,,
95.27,0,78.264, ,,,,,,,,,,
95.27,0,78.331, ,,,,,,,,,,
111.01,0,78.344, ,,,,,,,,,,
129.44,0,78.412, ,,,,,,,,,,
147.47,300,78.481, ,,,,,,,,,,
161.81,300,78.55, ,,,,,,,,,,
165.05,300,78.617, ,,,,,,,,,,
161.31,300,78.686, ,,,,,,,,,,
159.26,300,78.754, ,,,,,,,,,,
160.28,300,78.822, ,,,,,,,,,,
159.71,300,78.891, ,,,,,,,,,,
151.36,300,78.958, ,,,,,,,,,,
138.73,300,79.027, ,,,,,,,,,,
123.88,300,79.095, ,,,,,,,,,,
107.97,300,79.163, ,,,,,,,,,,
94.69,300,79.232, ,,,,,,,,,,
94.69,300,79.298, ,,,,,,,,,,
84.52,0,79.31, ,,,,,,,,,,
84.52,0,79.378, ,,,,,,,,,,
77.2,0,79.389, ,,,,,,,,,,
77.2,0,79.458, ,,,,,,,,,,
72.9,0,79.469, ,,,,,,,,,,
72.9,0,79.537, ,,,,,,,,,,
71.37,0,79.549, ,,,,,,,,,,
71.37,0,79.617, ,,,,,,,,,,
71.5,0,79.629, ,,,,,,,,,,
71.5,0,79.696, ,,,,,,,,,,
71.67,0,79.708, ,,,,,,,,,,
71.67,0,79.775, ,,,,,,,,,,
72.95,0,79.788, ,,,,,,,,,,
72.95,0,79.855, ,,,,,,,,,,
75.93,0,79.867, ,,,,,,,,,,
75.93,0,79.935, ,,,,,,,,,,
80.76,0,79.947, ,,,,,,,,,,
80.76,0,80.015, ,,,,,,,,,,
88.31,0,80.026, ,,,,,,,,,,
88.31,0,80.095, ,,,,,,,,,,
100.59,0,80.106, ,,,,,,,,,,
116.61,0,80.176, ,,,,,,,,,,
134.81,0,80.244, ,,,,,,,,,,
151.62,300,80.312, ,,,,,,,,,,
161.73,300,80.38, ,,,,,,,,,,
162.37,300,80.449, ,,,,,,,,,,
157.69,300,80.517, ,,,,,,,,,,
156.25,300,80.585, ,,,,,,,,,,
157.66,300,80.654, ,,,,,,,,,,
157.57,300,80.722, ,,,,,,,,,,
150.56,300,80.79, ,,,,,,,,,,
140.4,300,80.859, ,,,,,,,,,,
127.24,300,80.927, ,,,,,,,,,,
111.42,300,80.995, ,,,,,,,,,,
97.64,300,81.063, ,,,,,,,,,,
97.64,300,81.13, ,,,,,,,,,,
86.22,300,81.142, ,,,,,,,,,,
86.22,300,81.21, ,,,,,,,,,,
77.96,0,81.222, ,,,,,,,,,,
77.96,0,81.29, ,,,,,,,,,,
73.36,0,81.301, ,,,,,,,,,,
73.36,0,81.37, ,,,,,,,,,,
70.89,0,81.381, ,,,,,,,,,,
70.89,0,81.448, ,,,,,,,,,,
70.08,0,81.461, ,,,,,,,,,,
70.08,0,81.528, ,,,,,,,,,,
70.3,0,81.541, ,,,,,,,,,,
70.3,0,81.608, ,,,,,,,,,,
70.5,0,81.62, ,,,,,,,,,,
70.5,0,81.688, ,,,,,,,,,,
70.5,0,81.699, ,,,,,,,,,,
71.17,0,81.712, ,,,,,,,,,,
71.17,0,81.779, ,,,,,,,,,,
73.37,0,81.79, ,,,,,,,,,,
73.37,0,81.858, ,,,,,,,,,,
77.81,0,81.87, ,,,,,,,,,,
77.81,0,81.938, ,,,,,,,,,,
83.81,0,81.95, ,,,,,,,,,,
83.81,0,82.018, ,,,,,,,,,,
83.81,0,82.03, ,,,,,,,,,,
95.15,0,82.041, ,,,,,,,,,,
95.15,0,82.109, ,,,,,,,,,,
111.18,0,82.121, ,,,,,,,,,,
129.21,0,82.19, ,,,,,,,,,,
147.1,300,82.258, ,,,,,,,,,,
159.47,300,82.327, ,,,,,,,,,,
162.13,300,82.395, ,,,,,,,,,,
158.4,300,82.463, ,,,,,,,,,,
156.31,300,82.532, ,,,,,,,,,,
157.02,300,82.599, ,,,,,,,,,,
156.87,300,82.668, ,,,,,,,,,,
148.14,300,82.737, ,,,,,,,,,,
136.96,300,82.805, ,,,,,,,,,,
122.62,300,82.873, ,,,,,,,,,,
106.93,300,82.941, ,,,,,,,,,,
94.25,300,83.01, ,,,,,,,,,,
94.25,300,83.077, ,,,,,,,,,,
83.3,0,83.089, ,,,,,,,,,,
83.3,0,83.156, ,,,,,,,,,,
83.3,0,83.168, ,,,,,,,,,,
75.97,0,83.18, ,,,,,,,,,,
75.97,0,83.247, ,,,,,,,,,,
72.76,0,83.259, ,,,,,,,,,,
72.76,0,83.326, ,,,,,,,,,,
72.37,0,83.339, ,,,,,,,,,,
72.37,0,83.406, ,,,,,,,,,,
72.36,0,83.419, ,,,,,,,,,,
72.36,0,83.486, ,,,,,,,,,,
71.67,0,83.497, ,,,,,,,,,,
71.67,0,83.566, ,,,,,,,,,,
73.29,0,83.577, ,,,,,,,,,,
73.29,0,83.645, ,,,,,,,,,,
77.02,0,83.657, ,,,,,,,,,,
77.02,0,83.725, ,,,,,,,,,,
77.02,0,83.737, ,,,,,,,,,,
83.26,0,83.748, ,,,,,,,,,,
83.26,0,83.816, ,,,,,,,,,,
92.92,0,83.828, ,,,,,,,,,,
92.92,0,83.896, ,,,,,,,,,,
107.58,0,83.907, ,,,,,,,,,,
125.09,0,83.977, ,,,,,,,,,,
143.66,300,84.045, ,,,,,,,,,,
158.01,300,84.114, ,,,,,,,,,,
161.78,300,84.182, ,,,,,,,,,,
157.56,300,84.25, ,,,,,,,,,,
155.04,300,84.319, ,,,,,,,,,,
156.47,300,84.386, ,,,,,,,,,,
156.95,300,84.455, ,,,,,,,,,,
147.87,300,84.524, ,,,,,,,,,,
134.74,300,84.591, ,,,,,,,,,,
119.88,300,84.66, ,,,,,,,,,,
104.29,300,84.728, ,,,,,,,,,,
92.29,300,84.797, ,,,,,,,,,,
92.29,300,84.864, ,,,,,,,,,,
82.34,0,84.876, ,,,,,,,,,,
82.34,0,84.942, ,,,,,,,,,,
76.05,0,84.955, ,,,,,,,,,,
76.05,0,85.022, ,,,,,,,,,,
76.05,0,85.035, ,,,,,,,,,,
71.86,0,85.047, ,,,,,,,,,,
71.86,0,85.113, ,,,,,,,,,,
71.47,0,85.126, ,,,,,,,,,,
71.47,0,85.193, ,,,,,,,,,,
71.81,0,85.206, ,,,,,,,,,,
71.81,0,85.273, ,,,,,,,,,,
71.49,0,85.284, ,,,,,,,,,,
71.49,0,85.352, ,,,,,,,,,,
71.49,0,85.364, ,,,,,,,,,,
72.74,0,85.377, ,,,,,,,,,,
72.74,0,85.443, ,,,,,,,,,,
76.59,0,85.455, ,,,,,,,,,,
76.59,0,85.523, ,,,,,,,,,,
76.59,0,85.535, ,,,,,,,,,,
83.51,0,85.547, ,,,,,,,,,,
83.51,0,85.614, ,,,,,,,,,,
91.96,0,85.626, ,,,,,,,,,,
91.96,0,85.694, ,,,,,,,,,,
107.48,0,85.706, ,,,,,,,,,,
124.88,0,85.775, ,,,,,,,,,,
143.71,300,85.843, ,,,,,,,,,,
157.17,300,85.912, ,,,,,,,,,,
162.34,300,85.98, ,,,,,,,,,,
157.5,300,86.048, ,,,,,,,,,,
156.35,300,86.117, ,,,,,,,,,,
156.18,300,86.184, ,,,,,,,,,,
156.05,300,86.253, ,,,,,,,,,,
146.99,300,86.322, ,,,,,,,,,,
134.87,300,86.39, ,,,,,,,,,,
119.96,300,86.458, ,,,,,,,,,,
103.79,300,86.526, ,,,,,,,,,,
92.2,300,86.595, ,,,,,,,,,,
92.2,300,86.662, ,,,,,,,,,,
82.01,0,86.674, ,,,,,,,,,,
82.01,0,86.742, ,,,,,,,,,,
75.65,0,86.753, ,,,,,,,,,,
75.65,0,86.82, ,,,,,,,,,,
72.05,0,86.833, ,,,,,,,,,,
72.05,0,86.9, ,,,,,,,,,,
72.05,0,86.913, ,,,,,,,,,,
71.58,0,86.924, ,,,,,,,,,,
71.58,0,86.991, ,,,,,,,,,,
71.72,0,87.004, ,,,,,,,,,,
71.72,0,87.071, ,,,,,,,,,,
71.57,0,87.084, ,,,,,,,,,,
71.57,0,87.151, ,,,,,,,,,,
72.75,0,87.162, ,,,,,,,,,,
72.75,0,87.23, ,,,,,,,,,,
76.54,0,87.242, ,,,,,,,,,,
76.54,0,87.31, ,,,,,,,,,,
81.23,0,87.322, ,,,,,,,,,,
81.23,0,87.39, ,,,,,,,,,,
89.28,0,87.402, ,,,,,,,,,,
89.28,0,87.47, ,,,,,,,,,,
102.43,0,87.481, ,,,,,,,,,,
119.24,0,87.55, ,,,,,,,,,,
137.54,0,87.619, ,,,,,,,,,,
153.18,300,87.687, ,,,,,,,,,,
162.3,300,87.755, ,,,,,,,,,,
161.55,300,87.824, ,,,,,,,,,,
157.23,300,87.892, ,,,,,,,,,,
156.92,300,87.96, ,,,,,,,,,,
158.31,300,88.029, ,,,,,,,,,,
158.32,300,88.097, ,,,,,,,,,,
151.3,300,88.165, ,,,,,,,,,,
140.87,300,88.233, ,,,,,,,,,,
128.74,300,88.302, ,,,,,,,,,,
113.11,300,88.371, ,,,,,,,,,,
99.1,300,88.438, ,,,,,,,,,,
99.1,300,88.505, ,,,,,,,,,,
86.57,300,88.517, ,,,,,,,,,,
86.57,300,88.585, ,,,,,,,,,,
78.12,0,88.597, ,,,,,,,,,,
78.12,0,88.665, ,,,,,,,,,,
73.61,0,88.677, ,,,,,,,,,,
73.61,0,88.744, ,,,,,,,,,,
71.31,0,88.756, ,,,,,,,,,,
71.31,0,88.824, ,,,,,,,,,,
70.55,0,88.836, ,,,,,,,,,,
70.55,0,88.903, ,,,,,,,,,,
70.72,0,88.915, ,,,,,,,,,,
70.72,0,88.983, ,,,,,,,,,,
70.8,0,88.995, ,,,,,,,,,,
70.8,0,89.063, ,,,,,,,,,,
70.8,0,89.075, ,,,,,,,,,,
70.92,0,89.086, ,,,,,,,,,,
70.92,0,89.154, ,,,,,,,,,,
73.64,0,89.165, ,,,,,,,,,,
73.64,0,89.234, ,,,,,,,,,,
77.36,0,89.245, ,,,,,,,,,,
77.36,0,89.313, ,,,,,,,,,,
83.45,0,89.325, ,,,,,,,,,,
83.45,0,89.393, ,,,,,,,,,,
92.63,0,89.405, ,,,,,,,,,,
92.63,0,89.473, ,,,,,,,,,,
92.63,0,89.485, ,,,,,,,,,,
110.31,0,89.496, ,,,,,,,,,,
128.42,0,89.565, ,,,,,,,,,,
146.17,300,89.633, ,,,,,,,,,,
158.68,300,89.702, ,,,,,,,,,,
161.71,300,89.771, ,,,,,,,,,,
157.62,300,89.838, ,,,,,,,,,,
155.95,300,89.907, ,,,,,,,,,,
156.76,300,89.975, ,,,,,,,,,,
156.5,300,90.043, ,,,,,,,,,,
147.38,300,90.112, ,,,,,,,,,,
136.62,300,90.18, ,,,,,,,,,,
121.45,300,90.248, ,,,,,,,,,,
105.82,300,90.316, ,,,,,,,,,,
93.5,300,90.385, ,,,,,,,,,,
93.5,300,90.451, ,,,,,,,,,,
83.48,0,90.464, ,,,,,,,,,,
83.48,0,90.531, ,,,,,,,,,,
76.34,0,90.543, ,,,,,,,,,,
76.34,0,90.611, ,,,,,,,,,,
72.51,0,90.622, ,,,,,,,,,,
72.51,0,90.69, ,,,,,,,,,,
72.03,0,90.702, ,,,,,,,,,,
72.03,0,90.77, ,,,,,,,,,,
72.03,0,90.782, ,,,,,,,,,,
72.06,0,90.793, ,,,,,,,,,,
72.06,0,90.861, ,,,,,,,,,,
71.57,0,90.873, ,,,,,,,,,,
71.57,0,90.941, ,,,,,,,,,,
72.96,0,90.952, ,,,,,,,,,,
72.96,0,91.021, ,,,,,,,,,,
76.54,0,91.032, ,,,,,,,,,,
76.54,0,91.1, ,,,,,,,,,,
82.34,0,91.112, ,,,,,,,,,,
82.34,0,91.18, ,,,,,,,,,,
90.67,0,91.192, ,,,,,,,,,,
90.67,0,91.259, ,,,,,,,,,,
104.78,0,91.272, ,,,,,,,,,,
121.81,0,91.34, ,,,,,,,,,,
140.24,300,91.409, ,,,,,,,,,,
154.93,300,91.478, ,,,,,,,,,,
161.47,300,91.545, ,,,,,,,,,,
157.63,300,91.614, ,,,,,,,,,,
155.41,300,91.682, ,,,,,,,,,,
155.65,300,91.751, ,,,,,,,,,,
155.7,300,91.819, ,,,,,,,,,,
145.55,300,91.887, ,,,,,,,,,,
132.55,300,91.956, ,,,,,,,,,,
116.56,300,92.023, ,,,,,,,,,,
101.93,300,92.092, ,,,,,,,,,,
90.29,300,92.161, ,,,,,,,,,,
90.29,300,92.227, ,,,,,,,,,,
81.16,0,92.239, ,,,,,,,,,,
81.16,0,92.307, ,,,,,,,,,,
75.44,0,92.318, ,,,,,,,,,,
75.44,0,92.386, ,,,,,,,,,,
71.86,0,92.398, ,,,,,,,,,,
71.86,0,92.466, ,,,,,,,,,,
71.41,0,92.478, ,,,,,,,,,,
71.41,0,92.546, ,,,,,,,,,,
71.02,0,92.558, ,,,,,,,,,,
71.02,0,92.625, ,,,,,,,,,,
71.23,0,92.637, ,,,,,,,,,,
71.23,0,92.705, ,,,,,,,,,,
71.8,0,92.717, ,,,,,,,,,,
71.8,0,92.784, ,,,,,,,,,,
71.8,0,92.796, ,,,,,,,,,,
75.3,0,92.809, ,,,,,,,,,,
75.3,0,92.875, ,,,,,,,,,,
81.01,0,92.888, ,,,,,,,,,,
81.01,0,92.955, ,,,,,,,,,,
87.76,0,92.967, ,,,,,,,,,,
87.76,0,93.035, ,,,,,,,,,,
87.76,0,93.046, ,,,,,,,,,,
102.41,0,93.059, ,,,,,,,,,,
118.86,0,93.127, ,,,,,,,,,,
137.47,0,93.196, ,,,,,,,,,,
153.29,300,93.264, ,,,,,,,,,,
162.76,300,93.332, ,,,,,,,,,,
161.57,300,93.401, ,,,,,,,,,,
157.49,300,93.469, ,,,,,,,,,,
156.19,300,93.537, ,,,,,,,,,,
158.26,300,93.605, ,,,,,,,,,,
158.49,300,93.674, ,,,,,,,,,,
151.89,300,93.743, ,,,,,,,,,,
141.36,300,93.81, ,,,,,,,,,,
